1,570142534,99863824,57204
2,570142533,99863826,57164
3,570142531,99863828,57083
4,570142528,99863830,57041
5,570142528,99863835,57021
6,570142525,99863840,56958
7,570142522,99863843,56914
8,570142521,99863847,56865
9,570142523,99863854,56853
10,570142523,99863862,56859
11,570142521,99863869,56807
12,570142518,99863873,56737
13,570142515,99863880,56708
14,570142514,99863887,56666
15,570142512,99863894,56600
16,570142513,99863903,56594
17,570142510,99863909,56594
18,570142509,99863917,56569
19,570142507,99863923,56524
20,570142502,99863926,56502
21,570142498,99863932,56423
22,570142493,99863937,56313
23,570142490,99863944,56230
24,570142488,99863951,56121
25,570142485,99863958,56016
26,570142481,99863966,55957
27,570142478,99863971,55890
28,570142474,99863980,55866
29,570142471,99863989,55876
30,570142468,99863994,55788
31,570142466,99864000,55737
32,570142463,99864007,55685
33,570142462,99864015,55690
34,570142459,99864021,55667
35,570142456,99864026,55617
36,570142454,99864029,55660
37,570142450,99864031,55678
38,570142448,99864037,55720
39,570142446,99864044,55738
40,570142444,99864047,55792
41,570142444,99864049,55822
42,570142441,99864049,55822
43,570142439,99864052,55843
44,570142434,99864055,55844
45,570142428,99864058,55796
46,570142422,99864061,55729
47,570142415,99864061,55673
48,570142411,99864063,55662
49,570142406,99864066,55679
50,570142402,99864068,55682
51,570142398,99864071,55680
52,570142394,99864074,55674
53,570142391,99864075,55671
54,570142387,99864076,55659
55,570142381,99864077,55624
56,570142376,99864080,55649
57,570142373,99864081,55660
58,570142369,99864081,55632
59,570142365,99864080,55617
60,570142363,99864082,55645
61,570142361,99864081,55647
62,570142359,99864078,55715
63,570142356,99864076,55760
64,570142353,99864075,55821
65,570142350,99864072,55810
66,570142351,99864070,55830
67,570142351,99864067,55880
68,570142353,99864068,55975
69,570142350,99864067,56056
70,570142345,99864064,56087
71,570142343,99864063,56142
72,570142341,99864060,56173
73,570142340,99864058,56251
74,570142341,99864057,56285
75,570142340,99864056,56289
76,570142341,99864059,56370
77,570142342,99864061,56462
78,570142339,99864060,56428
79,570142337,99864059,56449
80,570142336,99864061,56477
81,570142333,99864059,56485
82,570142334,99864056,56531
83,570142334,99864053,56549
84,570142331,99864048,56514
85,570142327,99864044,56488
86,570142325,99864040,56500
87,570142321,99864033,56462
88,570142318,99864029,56474
89,570142313,99864022,56460
90,570142310,99864015,56434
91,570142309,99864012,56404
92,570142305,99864008,56296
93,570142302,99864001,56222
94,570142298,99863992,56144
95,570142290,99863985,56057
96,570142285,99863981,56016
97,570142280,99863976,55924
98,570142279,99863973,55899
99,570142274,99863965,55816
100,570142270,99863957,55751
101,570142263,99863947,55582
102,570142259,99863943,55433
103,570142256,99863941,55316
104,570142252,99863939,55196
105,570142248,99863935,55063
106,570142244,99863927,54906
107,570142235,99863920,54766
108,570142227,99863914,54591
109,570142220,99863908,54461
110,570142209,99863905,54263
111,570142200,99863901,54125
112,570142190,99863899,54009
113,570142185,99863897,53958
114,570142183,99863896,53904
115,570142175,99863898,53798
116,570142163,99863897,53545
117,570142155,99863895,53403
118,570142149,99863893,53311
119,570142149,99863891,53261
120,570142147,99863890,53158
121,570142146,99863893,52970
122,570142145,99863892,52879
123,570142138,99863889,52722
124,570142133,99863884,52634
125,570142131,99863882,52557
126,570142127,99863880,52394
127,570142129,99863874,52380
128,570142129,99863868,52333
129,570142127,99863865,52320
130,570142124,99863863,52265
131,570142122,99863860,52281
132,570142116,99863854,52249
133,570142112,99863851,52177
134,570142113,99863844,52098
135,570142118,99863839,52087
136,570142117,99863832,52055
137,570142117,99863828,52164
138,570142118,99863823,52187
139,570142119,99863818,52319
140,570142118,99863815,52374
141,570142123,99863810,52507
142,570142123,99863808,52581
143,570142120,99863807,52662
144,570142122,99863811,52731
145,570142127,99863815,52798
146,570142128,99863815,52762
147,570142126,99863814,52695
148,570142119,99863814,52713
149,570142114,99863810,52685
150,570142113,99863802,52718
151,570142110,99863797,52802
152,570142105,99863793,52794
153,570142103,99863790,52823
154,570142095,99863788,52858
155,570142083,99863787,52886
156,570142071,99863788,52873
157,570142070,99863791,53060
158,570142062,99863790,53054
159,570142058,99863785,53059
160,570142048,99863781,52982
161,570142045,99863776,52976
162,570142048,99863772,53086
163,570142045,99863765,53066
164,570142043,99863759,53014
165,570142041,99863754,53045
166,570142041,99863750,53103
167,570142041,99863749,53092
168,570142040,99863750,53115
169,570142039,99863749,53207
170,570142035,99863747,53221
171,570142029,99863744,53286
172,570142023,99863745,53232
173,570142013,99863747,53185
174,570142008,99863748,53197
175,570142005,99863747,53230
176,570142000,99863750,53261
177,570141998,99863749,53247
178,570141997,99863748,53352
179,570141993,99863747,53403
180,570141988,99863744,53452
181,570141983,99863743,53489
182,570141976,99863739,53543
183,570141971,99863734,53593
184,570141968,99863729,53622
185,570141961,99863725,53640
186,570141953,99863722,53658
187,570141947,99863717,53663
188,570141944,99863714,53710
189,570141939,99863711,53738
190,570141938,99863709,53778
191,570141935,99863708,53820
192,570141930,99863707,53789
193,570141925,99863705,53744
194,570141921,99863703,53736
195,570141916,99863698,53712
196,570141914,99863692,53718
197,570141914,99863689,53733
198,570141910,99863688,53745
199,570141910,99863687,53748
200,570141910,99863683,53752
201,570141908,99863677,53740
202,570141901,99863674,53628
203,570141896,99863671,53611
204,570141894,99863672,53640
205,570141889,99863671,53593
206,570141887,99863671,53599
207,570141885,99863664,53481
208,570141884,99863659,53376
209,570141882,99863655,53250
210,570141885,99863649,53230
211,570141889,99863644,53171
212,570141888,99863639,53080
213,570141887,99863636,53037
214,570141890,99863631,53002
215,570141889,99863626,52947
216,570141890,99863626,52890
217,570141898,99863623,52928
218,570141901,99863623,52920
219,570141906,99863619,52905
220,570141911,99863616,52906
221,570141916,99863608,52913
222,570141921,99863603,52934
223,570141924,99863597,52916
224,570141928,99863596,52875
225,570141932,99863599,52832
226,570141932,99863599,52759
227,570141934,99863595,52720
228,570141936,99863592,52721
229,570141936,99863590,52753
230,570141938,99863586,52671
231,570141941,99863584,52592
232,570141944,99863589,52574
233,570141945,99863594,52509
234,570141943,99863601,52357
235,570141933,99863606,52097
236,570141922,99863613,51827
237,570141926,99863619,51824
238,570141926,99863620,51719
239,570141931,99863621,51640
240,570141929,99863627,51562
241,570141926,99863631,51469
242,570141926,99863635,51385
243,570141922,99863641,51292
244,570141918,99863644,51191
245,570141917,99863642,51101
246,570141916,99863642,51078
247,570141908,99863640,51030
248,570141904,99863637,50929
249,570141904,99863636,50939
250,570141900,99863633,50981
251,570141898,99863630,50953
252,570141893,99863631,50816
253,570141889,99863632,50726
254,570141884,99863630,50626
255,570141879,99863628,50454
256,570141874,99863628,50243
257,570141874,99863628,50129
258,570141872,99863627,50006
259,570141870,99863627,49898
260,570141869,99863632,49789
261,570141867,99863636,49718
262,570141865,99863637,49594
263,570141869,99863644,49598
264,570141873,99863647,49594
265,570141871,99863647,49425
266,570141869,99863649,49303
267,570141872,99863648,49186
268,570141874,99863650,49102
269,570141878,99863651,49080
270,570141878,99863653,49009
271,570141878,99863656,48941
272,570141883,99863659,48992
273,570141881,99863662,48947
274,570141888,99863665,48971
275,570141882,99863668,48767
276,570141883,99863678,48660
277,570141886,99863687,48537
278,570141886,99863692,48399
279,570141884,99863698,48221
280,570141893,99863704,48181
281,570141900,99863705,48123
282,570141904,99863708,48046
283,570141908,99863710,47917
284,570141914,99863713,47859
285,570141917,99863718,47754
286,570141923,99863718,47651
287,570141931,99863718,47527
288,570141939,99863719,47524
289,570141945,99863720,47549
290,570141952,99863725,47584
291,570141954,99863728,47583
292,570141958,99863729,47528
293,570141958,99863732,47529
294,570141967,99863731,47687
295,570141971,99863730,47734
296,570141982,99863736,47840
297,570141997,99863744,47977
298,570142007,99863749,48025
299,570142016,99863754,48144
300,570142020,99863757,48180
301,570142024,99863761,48169
302,570142028,99863764,48210
303,570142032,99863765,48125
304,570142037,99863766,48069
305,570142042,99863763,47996
306,570142045,99863762,47936
307,570142049,99863763,47914
308,570142056,99863762,47973
309,570142054,99863763,47922
310,570142056,99863764,47946
311,570142063,99863760,47940
312,570142064,99863762,47843
313,570142070,99863764,47836
314,570142079,99863764,47941
315,570142086,99863761,47930
316,570142089,99863758,47963
317,570142091,99863753,48074
318,570142090,99863755,48059
319,570142093,99863758,48055
320,570142095,99863761,48127
321,570142096,99863768,48148
322,570142096,99863770,48145
323,570142097,99863769,48161
324,570142097,99863766,48173
325,570142097,99863763,48233
326,570142099,99863760,48218
327,570142099,99863762,48224
328,570142100,99863767,48289
329,570142099,99863771,48238
330,570142100,99863770,48238
331,570142100,99863770,48237
332,570142099,99863771,48236
333,570142096,99863776,48254
334,570142093,99863780,48292
335,570142091,99863781,48396
336,570142093,99863778,48372
337,570142090,99863775,48288
338,570142085,99863775,48312
339,570142081,99863777,48314
340,570142080,99863778,48297
341,570142080,99863779,48353
342,570142082,99863777,48387
343,570142082,99863775,48342
344,570142086,99863773,48385
345,570142092,99863768,48416
346,570142097,99863767,48479
347,570142102,99863762,48510
348,570142109,99863763,48632
349,570142114,99863763,48710
350,570142123,99863758,48747
351,570142125,99863753,48807
352,570142129,99863748,48800
353,570142133,99863745,48860
354,570142136,99863739,48927
355,570142141,99863733,48974
356,570142148,99863725,48995
357,570142155,99863719,48979
358,570142163,99863716,49015
359,570142174,99863713,48956
360,570142180,99863708,48935
361,570142185,99863702,48837
362,570142193,99863699,48749
363,570142196,99863693,48588
364,570142201,99863688,48494
365,570142205,99863685,48542
366,570142208,99863682,48486
367,570142210,99863680,48463
368,570142214,99863679,48452
369,570142220,99863674,48449
370,570142222,99863672,48444
371,570142221,99863669,48377
372,570142219,99863670,48251
373,570142220,99863674,48275
374,570142217,99863674,48209
375,570142212,99863678,48243
376,570142209,99863680,48113
377,570142205,99863678,48137
378,570142200,99863679,48048
379,570142197,99863681,47973
380,570142194,99863684,47893
381,570142197,99863681,47886
382,570142193,99863682,47793
383,570142194,99863680,47716
384,570142198,99863679,47520
385,570142198,99863677,47368
386,570142197,99863678,47345
387,570142191,99863680,47325
388,570142189,99863684,47215
389,570142190,99863689,47136
390,570142189,99863693,47023
391,570142188,99863697,46957
392,570142189,99863703,46929
393,570142190,99863705,46824
394,570142190,99863713,46783
395,570142192,99863720,46590
396,570142193,99863729,46480
397,570142192,99863738,46387
398,570142188,99863743,46268
399,570142186,99863746,46171
400,570142187,99863753,46085
401,570142186,99863757,46024
402,570142187,99863756,45844
403,570142185,99863756,45722
404,570142186,99863757,45576
405,570142187,99863760,45464
406,570142191,99863762,45371
407,570142192,99863761,45207
408,570142195,99863762,45079
409,570142196,99863764,44949
410,570142196,99863759,44730
411,570142202,99863756,44660
412,570142205,99863753,44505
413,570142210,99863755,44419
414,570142222,99863754,44277
415,570142231,99863750,44207
416,570142233,99863743,44211
417,570142232,99863733,44079
418,570142236,99863731,44050
419,570142236,99863727,43896
420,570142240,99863721,43908
421,570142250,99863714,44009
422,570142257,99863710,44004
423,570142263,99863706,44043
424,570142262,99863701,43968
425,570142265,99863700,44077
426,570142267,99863696,44098
427,570142266,99863692,44053
428,570142266,99863683,44030
429,570142271,99863677,43981
430,570142275,99863675,43982
431,570142284,99863671,43983
432,570142289,99863662,43891
433,570142289,99863655,43835
434,570142288,99863649,43807
435,570142286,99863645,43794
436,570142281,99863638,43809
437,570142273,99863635,43870
438,570142271,99863621,43786
439,570142270,99863614,43765
440,570142262,99863613,43865
441,570142254,99863611,43969
442,570142248,99863602,43950
443,570142242,99863593,43894
444,570142236,99863583,43930
445,570142229,99863576,43996
446,570142235,99863575,44154
447,570142235,99863570,44235
448,570142228,99863569,44396
449,570142225,99863556,44479
450,570142219,99863554,44642
451,570142220,99863548,44663
452,570142230,99863545,44647
453,570142233,99863538,44611
454,570142232,99863535,44566
455,570142236,99863528,44493
456,570142241,99863519,44373
457,570142246,99863513,44352
458,570142249,99863506,44299
459,570142251,99863498,44248
460,570142259,99863492,44313
461,570142264,99863478,44223
462,570142272,99863462,44134
463,570142278,99863444,44000
464,570142282,99863432,43922
465,570142284,99863429,43904
466,570142285,99863430,44069
467,570142287,99863418,44058
468,570142288,99863411,44147
